ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2014,CY_ALL
5,CA,(U.S.),CALIFORNIA,"DASH NAVIGATION, INC.",2,15
5,CA,(U.S.),CALIFORNIA,DEUTSCHE TELEKOM AG,8,15
5,CA,(U.S.),CALIFORNIA,"DR SYSTEMS, INC.",5,15
5,CA,(U.S.),CALIFORNIA,"ENDOVASCULAR TECHNOLOGIES, INC.",0,15
5,CA,(U.S.),CALIFORNIA,ERICSSON TELEVISION INC.,0,15
5,CA,(U.S.),CALIFORNIA,"EVOLUTION ROBOTICS, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"FALLBROOK TECHNOLOGIES, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"FELT RACING, LLC",2,15
5,CA,(U.S.),CALIFORNIA,FLASHSILICON INCORPORATION,6,15
5,CA,(U.S.),CALIFORNIA,GAMIDA FOR LIFE B.V.,2,15
5,CA,(U.S.),CALIFORNIA,GENELUX CORPORATION,5,15
5,CA,(U.S.),CALIFORNIA,GUZIK TECHNICAL ENTERPRISES,4,15
5,CA,(U.S.),CALIFORNIA,"HEXAGON METROLOGY, INC.",1,15
5,CA,(U.S.),CALIFORNIA,INFINEON TECHNOLOGIES AUSTRIA AG,4,15
5,CA,(U.S.),CALIFORNIA,"INNERCOOL THERAPIES, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"INTRAPACE, INC.",1,15
5,CA,(U.S.),CALIFORNIA,"ITT MANUFACTURING ENTERPRISES, INC.",0,15
5,CA,(U.S.),CALIFORNIA,JANSSEN ALZHEIMER IMMUNOTHERAPY,3,15
5,CA,(U.S.),CALIFORNIA,"KALEX, LLC",3,15
5,CA,(U.S.),CALIFORNIA,"NESTEC, S.A.",6,15
5,CA,(U.S.),CALIFORNIA,"NET POWER AND LIGHT, INC.",5,15
5,CA,(U.S.),CALIFORNIA,"NETSUITE, INC.",2,15
5,CA,(U.S.),CALIFORNIA,"OPNEXT SUBSYSTEMS, INC.",3,15
5,CA,(U.S.),CALIFORNIA,OPTOPLEX CORPORATION,2,15
5,CA,(U.S.),CALIFORNIA,"OSI OPTOELECTRONICS, INC.",8,15
5,CA,(U.S.),CALIFORNIA,"OTONOMY, INC.",8,15
5,CA,(U.S.),CALIFORNIA,PALO ALTO INVESTORS,4,15
5,CA,(U.S.),CALIFORNIA,"PDF SOLUTIONS, INC.",1,15
5,CA,(U.S.),CALIFORNIA,"PHOENIX SOLUTIONS, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"PVT SOLAR, INC.",6,15
5,CA,(U.S.),CALIFORNIA,"R2 SEMICONDUCTOR, INC.",6,15
5,CA,(U.S.),CALIFORNIA,RALINK TECHNOLOGY CORPORATION,0,15
5,CA,(U.S.),CALIFORNIA,"REVIVA PHARMACEUTICALS, INC.",2,15
5,CA,(U.S.),CALIFORNIA,"RMX, LLC",0,15
5,CA,(U.S.),CALIFORNIA,"ROBERT BOSCH HEALTHCARE SYSTEMS, INC.",4,15
5,CA,(U.S.),CALIFORNIA,SCHLUMBERGER TECHNOLOGY CORPORATION,4,15
5,CA,(U.S.),CALIFORNIA,SIIMPEL CORPORATION,0,15
5,CA,(U.S.),CALIFORNIA,"SIMPIRICA SPINE, INC.",3,15
5,CA,(U.S.),CALIFORNIA,"SOLARFLARE COMMUNICATIONS, INC.",4,15
5,CA,(U.S.),CALIFORNIA,ST-ERICSSON SA,2,15
5,CA,(U.S.),CALIFORNIA,"TAKEDA SAN DIEGO, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"TELLME NETWORKS, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"TENSORCOM, INC.",12,15
5,CA,(U.S.),CALIFORNIA,"TRUECAR, INC.",6,15
5,CA,(U.S.),CALIFORNIA,UNIVERSITY OF TEXAS,2,15
5,CA,(U.S.),CALIFORNIA,"VERI-FONE, INC.",4,15
5,CA,(U.S.),CALIFORNIA,"VINTOMIE NETWORKS B.V., LLC",2,15
5,CA,(U.S.),CALIFORNIA,VNS PORTFOLIO LLC,0,15
5,CA,(U.S.),CALIFORNIA,"WAZANA BROTHERS INTERNATIONAL, INC.",0,15
5,CA,(U.S.),CALIFORNIA,"WESTERNGECO, LLC",0,15
5,CA,(U.S.),CALIFORNIA,WISCONSIN ALUMNI RESEARCH FOUNDATION,2,15
5,CA,(U.S.),CALIFORNIA,"ZILOG, INC.",2,15
5,CA,(U.S.),CALIFORNIA,"89908, INC.",0,14
5,CA,(U.S.),CALIFORNIA,ACEA BIOSCIENCES,3,14
5,CA,(U.S.),CALIFORNIA,ACHAOGEN INC.,4,14
5,CA,(U.S.),CALIFORNIA,"ADVANTAGE LOGIC, INC.",1,14
5,CA,(U.S.),CALIFORNIA,AEGIS THERAPEUTICS LLC,4,14
5,CA,(U.S.),CALIFORNIA,"AILIVE, INC.",3,14
5,CA,(U.S.),CALIFORNIA,ALCOA INC.,9,14
5,CA,(U.S.),CALIFORNIA,"AMIRA PHARMACEUTICALS, INC.",2,14
5,CA,(U.S.),CALIFORNIA,AOL ADVERTISING INC.,2,14
5,CA,(U.S.),CALIFORNIA,"APOLLO ENTERPRISE SOLUTIONS, INC.",4,14
5,CA,(U.S.),CALIFORNIA,AT& T MOBILITY II LLC,3,14
5,CA,(U.S.),CALIFORNIA,"AVID TECHNOLOGY, INC.",5,14
5,CA,(U.S.),CALIFORNIA,BIOGEN IDEC MA INC.,4,14
5,CA,(U.S.),CALIFORNIA,BOSTON UNIVERSITY,0,14
5,CA,(U.S.),CALIFORNIA,CALIFORNIA POLYTECHNIC STATE UNIVERSITY CORPORATION,4,14
5,CA,(U.S.),CALIFORNIA,CARL ZEISS MICROIMAGING GMBH,1,14
5,CA,(U.S.),CALIFORNIA,"CELGENE CORPORATION, ET AL.",6,14
5,CA,(U.S.),CALIFORNIA,CERULEAN PHARMA INC.,1,14
5,CA,(U.S.),CALIFORNIA,COOK MEDICAL TECHNOLOGIES LLC,8,14
5,CA,(U.S.),CALIFORNIA,"COOL PLANET BIOFUELS, INC.",0,14
5,CA,(U.S.),CALIFORNIA,DH TECHNOLOGIES DEVELOPMENT PTE. LTD.,5,14
5,CA,(U.S.),CALIFORNIA,"DIRECT DRIVE SYSTEMS, INC.",0,14
5,CA,(U.S.),CALIFORNIA,"DOW PHARMACEUTICAL SCIENCES, INC.",6,14
5,CA,(U.S.),CALIFORNIA,EARLENS CORPORATION,8,14
5,CA,(U.S.),CALIFORNIA,EATON CORPORATION,2,14
5,CA,(U.S.),CALIFORNIA,EBERT COMPOSITES CORPORATION,2,14
5,CA,(U.S.),CALIFORNIA,"ENVIA SYSTEMS, INC.",7,14
5,CA,(U.S.),CALIFORNIA,GENERAL PHOTONICS CORPORATION,2,14
5,CA,(U.S.),CALIFORNIA,"GUIDEWIRE SOFTWARE, INC.",5,14
5,CA,(U.S.),CALIFORNIA,"HABANERO HOLDINGS, INC.",0,14
5,CA,(U.S.),CALIFORNIA,"ICONTROL NETWORKS, INC.",3,14
5,CA,(U.S.),CALIFORNIA,INGENIO LLC,4,14
5,CA,(U.S.),CALIFORNIA,"INMAGE SYSTEMS, INC.",4,14
5,CA,(U.S.),CALIFORNIA,"INOGEN, INC.",1,14
5,CA,(U.S.),CALIFORNIA,"KIMBERLY-CLARK WORLDWIDE, INC.",3,14
5,CA,(U.S.),CALIFORNIA,"KOSAN BIOSCIENCES, INC.",0,14
5,CA,(U.S.),CALIFORNIA,KYOCERA MITA CORPORATION,0,14
5,CA,(U.S.),CALIFORNIA,LABCYTE INC.,2,14
5,CA,(U.S.),CALIFORNIA,MAGSIL CORPORATION,2,14
5,CA,(U.S.),CALIFORNIA,"MEDAREX, L.L.C.",11,14
5,CA,(U.S.),CALIFORNIA,"METABOLEX, INC.",0,14
5,CA,(U.S.),CALIFORNIA,"MICRO-PROBE, INC.",2,14
5,CA,(U.S.),CALIFORNIA,"MITEK SYSTEMS, INC.",1,14
5,CA,(U.S.),CALIFORNIA,"MOKA5, INC.",4,14
5,CA,(U.S.),CALIFORNIA,"MOXIMED, INC.",5,14
5,CA,(U.S.),CALIFORNIA,"NEREUS PHARMACEUTICALS, INC.",0,14
5,CA,(U.S.),CALIFORNIA,"NUGEN TECHNOLOGIES, INC.",1,14
5,CA,(U.S.),CALIFORNIA,"OMNICELL, INC.",1,14
5,CA,(U.S.),CALIFORNIA,OSRAM OPTO SEMICONDUCTORS GMBH,2,14
5,CA,(U.S.),CALIFORNIA,"OSTENDO TECHNOLOGIES, INC.",4,14
5,CA,(U.S.),CALIFORNIA,PANASONIC AVIONICS CORPORATION,1,14
5,CA,(U.S.),CALIFORNIA,PARASOFT CORPORATION,2,14
5,CA,(U.S.),CALIFORNIA,RAWLES LLC,13,14
5,CA,(U.S.),CALIFORNIA,REARDEN LLC,2,14
5,CA,(U.S.),CALIFORNIA,"RELYPSA, INC.",2,14
5,CA,(U.S.),CALIFORNIA,"REYNOLDS SYSTEMS, INC.",1,14
5,CA,(U.S.),CALIFORNIA,ROVI TECHNOLOGIES CORPORATION,4,14
5,CA,(U.S.),CALIFORNIA,"SAFETY SYRINGES, INC.",4,14
5,CA,(U.S.),CALIFORNIA,SILERGY SEMICONDUCTOR TECHNOLOGY (HANGZHOU) LTD,11,14
5,CA,(U.S.),CALIFORNIA,"SMS.AC, INC.",2,14
5,CA,(U.S.),CALIFORNIA,"SONIC IP, INC.",14,14
5,CA,(U.S.),CALIFORNIA,"SORAA LASER DIODE, INC.",14,14
5,CA,(U.S.),CALIFORNIA,SYNIVERSE ICX CORPORATION,0,14
5,CA,(U.S.),CALIFORNIA,TELLABS OPERATIONS INC.,5,14
5,CA,(U.S.),CALIFORNIA,"THE SLOAN COMPANY, INC.",2,14
5,CA,(U.S.),CALIFORNIA,TIGERLOGIC CORPORATION,4,14
5,CA,(U.S.),CALIFORNIA,"TRELLIS WARE TECHNOLOGIES, INC.",3,14
5,CA,(U.S.),CALIFORNIA,"TRINITY ORTHOPEDICS, LLC",2,14
5,CA,(U.S.),CALIFORNIA,"U-SYSTEMS, INC.",2,14
5,CA,(U.S.),CALIFORNIA,"VERTIFLEX, INC.",4,14
5,CA,(U.S.),CALIFORNIA,WEST CORPORATION,3,14
5,CA,(U.S.),CALIFORNIA,"WIRELESS SCIENCE, LLC",0,14
5,CA,(U.S.),CALIFORNIA,"XOFT, INC.",1,14
5,CA,(U.S.),CALIFORNIA,"XTENT, INC.,",0,14
5,CA,(U.S.),CALIFORNIA,"1 ENERGY SOLUTIONS, INC.",2,13
5,CA,(U.S.),CALIFORNIA,"3VR SECURITY, INC.",1,13
5,CA,(U.S.),CALIFORNIA,"AALNEX, INC.",2,13
5,CA,(U.S.),CALIFORNIA,ABBOTT BIOTHERAPEUTICS CORP.,0,13
5,CA,(U.S.),CALIFORNIA,ABBVIE BIOTHERAPEUTICS INC.,7,13
5,CA,(U.S.),CALIFORNIA,ADVANCED BIOCATALYTICS CORPORATION,5,13
5,CA,(U.S.),CALIFORNIA,"ADVANCED NUMICRO SYSTEMS, INC.",2,13
5,CA,(U.S.),CALIFORNIA,ADVANTEST (SINGAPORE) PTE LTD,2,13
5,CA,(U.S.),CALIFORNIA,"AEROHIVE NETWORKS, INC.",5,13
5,CA,(U.S.),CALIFORNIA,"ALLIANCE FIBER OPTICS PRODUCTS, INC.",2,13
5,CA,(U.S.),CALIFORNIA,AMDOCS SOFTWARE SYSTEMS LIMITED,0,13
5,CA,(U.S.),CALIFORNIA,AMS RESEARCH CORPORATION,4,13
5,CA,(U.S.),CALIFORNIA,"AMTECH SYSTEMS, LLC",5,13
5,CA,(U.S.),CALIFORNIA,"AMYRIS BIOTECHNOLOGIES, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"ANALOGIX SEMICONDUCTOR, INC.",4,13
5,CA,(U.S.),CALIFORNIA,"ARDIAN, INC.",0,13
5,CA,(U.S.),CALIFORNIA,ARTHREX INC.,4,13
5,CA,(U.S.),CALIFORNIA,ASYLUM RESEARCH CORP.,0,13
5,CA,(U.S.),CALIFORNIA,"AUTOMATIC BAR CONTROLS, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"BAROSENSE, INC.",0,13
5,CA,(U.S.),CALIFORNIA,BRAVO SPORTS CORPORATION,3,13
5,CA,(U.S.),CALIFORNIA,BRIXHAM SOLUTIONS LTD.,4,13
5,CA,(U.S.),CALIFORNIA,BSST LLC,3,13
5,CA,(U.S.),CALIFORNIA,"C. R. BARD, INC.",4,13
5,CA,(U.S.),CALIFORNIA,"CARRIER IQ, INC.",0,13
5,CA,(U.S.),CALIFORNIA,CHUGAI SEIYAKU KABUSHIKI KAISHA,0,13
5,CA,(U.S.),CALIFORNIA,"CLOUDFLARE, INC.",6,13
5,CA,(U.S.),CALIFORNIA,COOLIGY INC.,0,13
5,CA,(U.S.),CALIFORNIA,"CORTINA SYSTEMS, INC.",2,13
5,CA,(U.S.),CALIFORNIA,"DIADEXUS, INC.",1,13
5,CA,(U.S.),CALIFORNIA,"DIGI INTERNATIONAL, INC.",3,13
5,CA,(U.S.),CALIFORNIA,"DIGITAL FOUNTAIN, INC.",2,13
5,CA,(U.S.),CALIFORNIA,"DIGITAL KEYSTONE, INC.",3,13
5,CA,(U.S.),CALIFORNIA,"DYNASTY FOOTWEAR, LTD.",6,13
5,CA,(U.S.),CALIFORNIA,"ENLIGHTED, INC.",4,13
5,CA,(U.S.),CALIFORNIA,"EPITOMICS, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"FUSION-IO, INC.",4,13
5,CA,(U.S.),CALIFORNIA,G&H NEVADA-TEK,2,13
5,CA,(U.S.),CALIFORNIA,"GATAN, INC.",3,13
5,CA,(U.S.),CALIFORNIA,"GILEAD PALO ALTO, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"HITACHI CHEMICAL COMPANY, LTD.",3,13
5,CA,(U.S.),CALIFORNIA,"HOFFMANN-LA ROCHE, F., + CO. AKTIENGESELLSCHAFT, MESNE",5,13
5,CA,(U.S.),CALIFORNIA,I-INTERACTIVE LLC,5,13
5,CA,(U.S.),CALIFORNIA,"IAC SEARCH &  MEDIA, INC.",4,13
5,CA,(U.S.),CALIFORNIA,INCYTE CORPORATION,3,13
5,CA,(U.S.),CALIFORNIA,ISE CORPORATION,0,13
5,CA,(U.S.),CALIFORNIA,IXYS CORPORATION,7,13
5,CA,(U.S.),CALIFORNIA,"LIGHT PRESCRIPTIONS INNOVATORS, LLC.",1,13
5,CA,(U.S.),CALIFORNIA,"LOCATION BASED TECHNOLOGIES, INC.",2,13
5,CA,(U.S.),CALIFORNIA,"MAG INSTRUMENTS, INC.",4,13
5,CA,(U.S.),CALIFORNIA,MANNKIND CORPORATION,4,13
5,CA,(U.S.),CALIFORNIA,"MIMOSA SYSTEMS, INC.",3,13
5,CA,(U.S.),CALIFORNIA,"MYMEDICALRECORDS, INC.",5,13
5,CA,(U.S.),CALIFORNIA,NANOMETRICS INC.,2,13
5,CA,(U.S.),CALIFORNIA,"NEUROSCIENCES RESEARCH FOUNDATION, INC.",3,13
5,CA,(U.S.),CALIFORNIA,NORTEL NETWORKS LIMITED,0,13
5,CA,(U.S.),CALIFORNIA,"NOVELICS, LLC",0,13
5,CA,(U.S.),CALIFORNIA,"OBLONG INDUSTRIES, INC.",8,13
5,CA,(U.S.),CALIFORNIA,"OVERLAND STORAGE, INC.",5,13
5,CA,(U.S.),CALIFORNIA,"PLX TECHNOLOGY, INC.",3,13
5,CA,(U.S.),CALIFORNIA,POWER ANALYTICS CORPORATION,3,13
5,CA,(U.S.),CALIFORNIA,"POWERGENIX SYSTEMS, INC.",1,13
5,CA,(U.S.),CALIFORNIA,"PROVIDENCE MEDICAL TECHNOLOGY, INC.",7,13
5,CA,(U.S.),CALIFORNIA,"PULL'R HOLDING COMPANY, LLC",6,13
5,CA,(U.S.),CALIFORNIA,"PULSE ELECTRONICS, INC.",5,13
5,CA,(U.S.),CALIFORNIA,"RGB NETWORKS, INC.",3,13
5,CA,(U.S.),CALIFORNIA,SEAGATE TECHNOLOGY INTERNATIONAL,0,13
5,CA,(U.S.),CALIFORNIA,"SENSORY, INC.",4,13
5,CA,(U.S.),CALIFORNIA,"SIARGO, INC.",2,13
5,CA,(U.S.),CALIFORNIA,SILERGY TECHNOLOGY,3,13
5,CA,(U.S.),CALIFORNIA,"SIRF TECHNOLOGY HOLDINGS, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"SNTECH, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"SOTERA WIRELESS, INC.",2,13
5,CA,(U.S.),CALIFORNIA,"SPECTRASENSOR, INC,.",2,13
5,CA,(U.S.),CALIFORNIA,"STUBHUB, INC.",5,13
5,CA,(U.S.),CALIFORNIA,"SUNESIS PHARMACEUTICALS, INC.",3,13
5,CA,(U.S.),CALIFORNIA,"SUPERCONDUCTOR TECHNOLOGIES, INC.",1,13
5,CA,(U.S.),CALIFORNIA,"SYMYX SOLUTIONS, INC.",1,13
5,CA,(U.S.),CALIFORNIA,"TELEGENT SYSTEMS, INC.",3,13
5,CA,(U.S.),CALIFORNIA,THE INTELLISIS CORPORATION,6,13
5,CA,(U.S.),CALIFORNIA,"TRANSONIC COMBUSTION, INC.",0,13
5,CA,(U.S.),CALIFORNIA,"VARIAN, INC.",0,13
5,CA,(U.S.),CALIFORNIA,VEECO INSTRUMENTS INC.,0,13
5,CA,(U.S.),CALIFORNIA,"VIBRYNT, INC.",0,13
5,CA,(U.S.),CALIFORNIA,VOYAGE MEDICAL INC.,0,13
5,CA,(U.S.),CALIFORNIA,"WEBSENSE, INC.",4,13
5,CA,(U.S.),CALIFORNIA,"WERLATONE, INCORPORATED",3,13
5,CA,(U.S.),CALIFORNIA,"ACADIA PHARMACEUTICALS, INC.",1,12
5,CA,(U.S.),CALIFORNIA,AMICUS WIRELESS TECHNOLOGY LTD.,0,12
5,CA,(U.S.),CALIFORNIA,"ARMAGEN TECHNOLOGIES, INC.",6,12
5,CA,(U.S.),CALIFORNIA,ASOKA USA CORPORATION,3,12
5,CA,(U.S.),CALIFORNIA,"AXIOM MICRODEVICES, INC.",0,12
5,CA,(U.S.),CALIFORNIA,"BINOPTICS, INC.",1,12
5,CA,(U.S.),CALIFORNIA,"CIANNA MEDICAL, INC.",6,12
5,CA,(U.S.),CALIFORNIA,COOLTOUCH INCORPORATED,0,12
5,CA,(U.S.),CALIFORNIA,COUPONS.COM INCORPORATED,3,12
5,CA,(U.S.),CALIFORNIA,"CRUCIBLE INTELLECTUAL PROPERTY, LLC",5,12
5,CA,(U.S.),CALIFORNIA,CSR TECHNOLOGY HOLDINGS INC.,2,12
5,CA,(U.S.),CALIFORNIA,DECARTA INC.,1,12
5,CA,(U.S.),CALIFORNIA,DELTA DESIGN INC.,4,12
5,CA,(U.S.),CALIFORNIA,DIGIMARC CORPORATION,3,12
5,CA,(U.S.),CALIFORNIA,"DRUM WORKSHOP, INC.",0,12
5,CA,(U.S.),CALIFORNIA,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",2,12
5,CA,(U.S.),CALIFORNIA,ENOVIX CORPORATION,5,12
5,CA,(U.S.),CALIFORNIA,ETA SEMICONDUCTOR INC.,9,12
5,CA,(U.S.),CALIFORNIA,"EVRIO, INC",2,12
5,CA,(U.S.),CALIFORNIA,FACET BIOTECH CORPORATION,0,12
5,CA,(U.S.),CALIFORNIA,"FLEXTRONICS INTERNATIONAL USA, INC.",0,12
5,CA,(U.S.),CALIFORNIA,FORCE-MOS TECHNOLOGY CORPORATION,0,12
5,CA,(U.S.),CALIFORNIA,"FRONT EDGE TECHNOLOGY, INC.",7,12
5,CA,(U.S.),CALIFORNIA,GEMSTAR DEVELOPMENT CORPORATION,3,12
5,CA,(U.S.),CALIFORNIA,GEO SEMICONDUCTOR INC.,10,12
5,CA,(U.S.),CALIFORNIA,HANERGY HOLDING GROUP LTD.,12,12
5,CA,(U.S.),CALIFORNIA,HEXAGON METROLOGY AB,2,12
5,CA,(U.S.),CALIFORNIA,"HORUS VISION, LLC.",4,12
5,CA,(U.S.),CALIFORNIA,"HUMAN GENOME SCIENCES, INC.",0,12
5,CA,(U.S.),CALIFORNIA,I-FLOW CORPORATION,0,12
5,CA,(U.S.),CALIFORNIA,"ILLUMINATION MANAGEMENT SOLUTIONS, INC.",3,12
5,CA,(U.S.),CALIFORNIA,INCEPT LLC,1,12
5,CA,(U.S.),CALIFORNIA,INFORMATICA CORPORATION,0,12
5,CA,(U.S.),CALIFORNIA,"INNOVA ELECTRONICS, INC.",8,12
5,CA,(U.S.),CALIFORNIA,INNOVIVE INC.,1,12
5,CA,(U.S.),CALIFORNIA,INTELLECTUAL VENTURES HOLDING 67 LLC,1,12
5,CA,(U.S.),CALIFORNIA,"INTERVENTIONAL SPINE, INC.",1,12
5,CA,(U.S.),CALIFORNIA,"J.W. MEDICAL SYSTEMS, LTD.",4,12
5,CA,(U.S.),CALIFORNIA,JOHN WAYNE CANCER INSTITUTE,0,12
5,CA,(U.S.),CALIFORNIA,"LANGUAGE WEAVER, INC.",5,12
5,CA,(U.S.),CALIFORNIA,"LS9, INC.",2,12
5,CA,(U.S.),CALIFORNIA,"MASIMO LABORATORIES, INC.",0,12
5,CA,(U.S.),CALIFORNIA,"MASTERCARD INTERNATIONAL, INC.",8,12
5,CA,(U.S.),CALIFORNIA,"MITSUBISHI ELECTRIC VISUAL SOLUTIONS AMERICA, INC.",0,12
5,CA,(U.S.),CALIFORNIA,"MU DYNAMICS, INC.",0,12
5,CA,(U.S.),CALIFORNIA,"NEUROSKY, INC.",6,12
5,CA,(U.S.),CALIFORNIA,NORTHWESTERN UNIVERSITY,3,12
5,CA,(U.S.),CALIFORNIA,"OPTIMER PHARMACEUTICALS, INC.",4,12
5,CA,(U.S.),CALIFORNIA,"OPTIZ, INC.",6,12
5,CA,(U.S.),CALIFORNIA,"ORBIT BABY, INC.",1,12
5,CA,(U.S.),CALIFORNIA,"PAX SCIENTIFIC, INC.",4,12
5,CA,(U.S.),CALIFORNIA,PELICAN IMAGING CORPORATION,9,12
5,CA,(U.S.),CALIFORNIA,"PIVOTAL SOFTWARE, INC.",12,12
5,CA,(U.S.),CALIFORNIA,RENESAS ELECTRONICS AMERICA INC.,5,12
5,CA,(U.S.),CALIFORNIA,"RESEARCH AFFILIATES, LLC",1,12
5,CA,(U.S.),CALIFORNIA,ROPAK CORPORATION,1,12
5,CA,(U.S.),CALIFORNIA,"ROX MEDICAL, INC.",3,12
5,CA,(U.S.),CALIFORNIA,"SAFENET, INC.",1,12
5,CA,(U.S.),CALIFORNIA,"SIGNATURE THERAPEUTICS, INC.",4,12
5,CA,(U.S.),CALIFORNIA,"SOUNDHOUND, INC.",5,12
5,CA,(U.S.),CALIFORNIA,"SPATIAL DIGITAL SYSTEMS, INC.",4,12
5,CA,(U.S.),CALIFORNIA,"STARKEY LABORATORIES, INC.",6,12
5,CA,(U.S.),CALIFORNIA,"STRATIFY, INC.",3,12
5,CA,(U.S.),CALIFORNIA,"SYMMETRICOM, INC.",1,12
5,CA,(U.S.),CALIFORNIA,SYNAPSENSE CORPORATION,3,12
5,CA,(U.S.),CALIFORNIA,"SYNECOR, LLC",1,12
5,CA,(U.S.),CALIFORNIA,"SYNVASIVE TECHNOLOGY, INC.",4,12
5,CA,(U.S.),CALIFORNIA,"TESSERA MEMS TECHNOLOGIES, INC.",0,12
5,CA,(U.S.),CALIFORNIA,THE BURNHAM INSTITUTE,0,12
5,CA,(U.S.),CALIFORNIA,THE NORTH FACE APPAREL CORP,1,12
5,CA,(U.S.),CALIFORNIA,THIN FILM ELECTRONICS ASA,12,12
5,CA,(U.S.),CALIFORNIA,"THINK TANK PHOTO, INC.",4,12
5,CA,(U.S.),CALIFORNIA,"TRANSPACIFIC IMAGE, LLC",2,12
5,CA,(U.S.),CALIFORNIA,ULTRACELL CORPORATION,0,12
5,CA,(U.S.),CALIFORNIA,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY",2,12
5,CA,(U.S.),CALIFORNIA,UNIVERSITY OF MICHIGAN,1,12
5,CA,(U.S.),CALIFORNIA,UNOWEB INC.,3,12
5,CA,(U.S.),CALIFORNIA,VEECO ALD INC.,11,12
5,CA,(U.S.),CALIFORNIA,WATKINS MANUFACTURING COMPANY,3,12
5,CA,(U.S.),CALIFORNIA,WINBOND ELECTRONICS CORP.,6,12
5,CA,(U.S.),CALIFORNIA,"WIND RIVER SYSTEMS, INC.",1,12
5,CA,(U.S.),CALIFORNIA,"WINTEC INDUSTRIES, INC.",2,12
5,CA,(U.S.),CALIFORNIA,"WORKDAY, INC.",3,12
5,CA,(U.S.),CALIFORNIA,WORLDWIDE PRO LTD.,6,12
5,CA,(U.S.),CALIFORNIA,XYLEM IP HOLDINGS LLC.,3,12
5,CA,(U.S.),CALIFORNIA,"ZEITERA, LLC",5,12
5,CA,(U.S.),CALIFORNIA,"A. DUDA & SONS, INC.",0,11
5,CA,(U.S.),CALIFORNIA,ABL IP HOLDING LLC,4,11
5,CA,(U.S.),CALIFORNIA,ACCENTURE GLOBAL SERVICES GMBH,1,11
5,CA,(U.S.),CALIFORNIA,"ACCURIDE INTERNATIONAL, INC.",0,11
5,CA,(U.S.),CALIFORNIA,AEROJET-GENERAL CORPORATION,2,11
5,CA,(U.S.),CALIFORNIA,"ALEXZA PHARMACEUTICALS, INC.",0,11
5,CA,(U.S.),CALIFORNIA,ALLSTATE INSURANCE COMPANY,3,11
5,CA,(U.S.),CALIFORNIA,"ALVERIX, INC.",3,11
5,CA,(U.S.),CALIFORNIA,"AMERICAN DEVELOPMENT GROUP INTERNATIONAL, LLC",1,11
5,CA,(U.S.),CALIFORNIA,"APPLIED MICROSTRUCTURES, INC.",1,11
5,CA,(U.S.),CALIFORNIA,"APROLASE DEVELOPMENT CO., LLC",1,11
5,CA,(U.S.),CALIFORNIA,"APTUS ENDOSYSTEMS, INC.",2,11
5,CA,(U.S.),CALIFORNIA,"ATHEROMED, INC.",5,11
5,CA,(U.S.),CALIFORNIA,"AUDYSSEY LABORATORIES, INC.",2,11
5,CA,(U.S.),CALIFORNIA,"AVANTIS MEDICAL SYSTEMS, INC.",2,11
5,CA,(U.S.),CALIFORNIA,AVISTAR COMMUNICATIONS CORPORATION,5,11
5,CA,(U.S.),CALIFORNIA,"BAXANO SURGICAL, INC.",6,11
5,CA,(U.S.),CALIFORNIA,"BIOVEC TRANSFUSION, LLC",3,11
5,CA,(U.S.),CALIFORNIA,BUCKYBALL MOBILE INC.,3,11
5,CA,(U.S.),CALIFORNIA,"CALNETIX TECHNOLOGIES, L.L.C.",4,11
5,CA,(U.S.),CALIFORNIA,"CETERIX ORTHOPAEDICS, INC.",7,11
5,CA,(U.S.),CALIFORNIA,"CLARIPHY COMMUNICATIONS, INC.",2,11
5,CA,(U.S.),CALIFORNIA,"CLEAR CHANNEL MANAGEMENT SERVICES, INC.",4,11
5,CA,(U.S.),CALIFORNIA,COLUMBIA UNIVERSITY,4,11
5,CA,(U.S.),CALIFORNIA,"CONCEPT HEDGING, LLC",2,11
5,CA,(U.S.),CALIFORNIA,"CONXTECH, INC.",2,11
5,CA,(U.S.),CALIFORNIA,"COULOMB TECHNOLOGIES, INC.",0,11
5,CA,(U.S.),CALIFORNIA,"CROCUS TECHNOLOGY, INC.",5,11
5,CA,(U.S.),CALIFORNIA,"CYGNUS BROADBAND, INC.",6,11
5,CA,(U.S.),CALIFORNIA,"DATCARD SYSTEMS, INC.",2,11
5,CA,(U.S.),CALIFORNIA,DEL MONTE CORPORATION,3,11
5,CA,(U.S.),CALIFORNIA,"DEPUY SPINE, INC.",1,11
5,CA,(U.S.),CALIFORNIA,"DEVICOR MEDICAL PRODUCTS, INC.",2,11
